PN,CFF,NOMECLATURA,UN,PRICE UNIT(U$),Retorno da busca,Comparação preço
HC-B3TN-3D-OH,24692,PROPELLER OVERHAUL KIT,EA,"12545,03",Part Number/CFF não encontrado.,Não há preço
B6550,72121,SHAFT ADAPTER,EA,"68,3",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
"7000-43-0A-1,75-T1",F2600,O-RING,EA,"631,73",Part Number/CFF não encontrado.,Não há preço
MS9226-02,96906,"WIRE,NONELECTRICAL",EA,"184,62",Há 4 preços para este item. Preço médio: $32.55.,Preço médio do PubLog é 467.19% mais barato.
327079-0010,32108,"CUSHION,EAR",EA,"283,04",Há 2 preços para este item. Preço médio: $40.78.,Preço médio do PubLog é 594.07% mais barato.
AN4H16A,88044,"BOLT,MACHINE",EA,"2,5",Há 4 preços para este item. Preço médio: $35.4.,Preço médio do PubLog é 1316.0% mais caro.
M23053/16-002-0,81343,"INSULATION SLEEVING,ELECTRICAL, SHRINKABLE, BLACK, DIA: EXPANDED 0.375 IN, RECOVERED 0.187 IN",EA,"6,97",Há 6 preços para este item. Preço médio: $1.1.,Preço médio do PubLog é 533.64% mais barato.
23081-1400,31435,INLET AIR,EA,"12101,04",Part Number/CFF não encontrado.,Não há preço
MS28775-017,81343,PACKING PREFORMED,EA,"1,11",Há 6 preços para este item. Preço médio: $0.15.,Preço médio do PubLog é 640.0% mais barato.
MS16998-42,4W343,"SCREW,CAP,SOCKET HEAD",EA,"29,09",Há 6 preços para este item. Preço médio: $47.98.,Preço médio do PubLog é 64.94% mais caro.
NAS1169-8,80205,ARRUELA MAMEAD,EA,"0,68",Há 4 preços para este item. Preço médio: $0.09.,Preço médio do PubLog é 655.56% mais barato.
AS22-32-4-6,D2480,JOINT,EA,"2462,42",Part Number/CFF não encontrado.,Não há preço
C-3317-233,24692,ANEL VEDACAO,EA,"35,88",Part Number/CFF não encontrado.,Não há preço
NAS464P6-26,80205,PARAFUSO,EA,"37,73",Há 5 preços para este item. Preço médio: $6.97.,Preço médio do PubLog é 441.32% mais barato.
AA52082-A-4-OLIVE DRAB,58536,FITA TEFLON,EA,"1262,2",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
309-4301,81579,INTERRUPTOR,EA,"1427,54",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
E3X20,F0189,"PIN, COTTER",EA,"9,49",Part Number/CFF não encontrado.,Não há preço
MS29561-235,96906,PACKING PREFOR,EA,"11,65",Há 4 preços para este item. Preço médio: $1.24.,Preço médio do PubLog é 839.52% mais barato.
14186,F6137,"LEVER,REMOTE CONTROL",EA,"10031,38",Part Number/CFF não encontrado.,Não há preço
MS14105-25,96906,CIRCUIT BREAKER,EA,"937,62",Há 4 preços para este item. Preço médio: $149.49.,Preço médio do PubLog é 527.21% mais barato.
HL22-5-7,73197,REBITE HILOCK,EA,"6,47",Há 5 preços para este item. Preço médio: $1.03.,Preço médio do PubLog é 528.16% mais barato.
MS9575-07,96906,BOLT,EA,"37,49",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
MS35058-22,96906,"SWITCH,TOGGLE",EA,"145,06",Há 6 preços para este item. Preço médio: $15.08.,Preço médio do PubLog é 861.94% mais barato.
MS21438-106,81343,"BEARING,ROLLER,NEEDLE",EA,"178,79",Há 5 preços para este item. Preço médio: $26.78.,Preço médio do PubLog é 567.63% mais barato.
AE18885H,69705,NIPPLE,EA,"1371,92",Part Number/CFF não encontrado.,Não há preço
65-0121-95,72914,ALARM INDICATO,EA,"6472,65",Part Number/CFF não encontrado.,Não há preço
NAS9301BNS-4-07,80205,"RIVET,BILND",EA,"3,79",Há 6 preços para este item. Preço médio: $0.39.,Preço médio do PubLog é 871.79% mais barato.
7007,30525,"CONNECTOR, PLUG, ELECTRICAL",EA,"1022,42",Há 3 preços para este item. Preço médio: $210.49.,Preço médio do PubLog é 385.73% mais barato.
14387,F0189,"BEARING,SLEEVE",EA,"928,92",Part Number/CFF não encontrado.,Não há preço
371-0213-050,13499,"CONNECTOR,RECEPTACLE,ELECTRICAL",EA,"175,01",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
NAS1149C0363R,80205,"WASHER,FLAT",EA,"16,89",Há 6 preços para este item. Preço médio: $2.69.,Preço médio do PubLog é 527.88% mais barato.
14312,F0189,"COVER,ACCESS",EA,"2961,24",Part Number/CFF não encontrado.,Não há preço
14351,F0189,"PLATE,BACKING,BRAKE",EA,"60804,03",Part Number/CFF não encontrado.,Não há preço
13889,1212,"CONE AND ROLLERS,TAPERED ROLLER BEARING",EA,"292,1",Part Number/CFF não encontrado.,Não há preço
20306,F0189,"GASKET, SQUARE SECTION",EA,"473,8",Part Number/CFF não encontrado.,Não há preço
D38999/26KH54SN,74868,"CONNECTOR,PLUG,ELECTRICAL (P9708)",EA,"1620,45",Part Number/CFF não encontrado.,Não há preço
6-855-6,72352,PACKING,EA,"307,97",Há 3 preços para este item. Preço médio: $35.33.,Preço médio do PubLog é 771.7% mais barato.
NAS1097AD4-4,80205,"RIVET, SOLID",EA,"109,45",Há 5 preços para este item. Preço médio: $27.09.,Preço médio do PubLog é 304.02% mais barato.
NAS1097AD4-6,80205,"RIVET, SOLID",EA,"0,07",Há 5 preços para este item. Preço médio: $8.38.,Preço médio do PubLog é 11871.43% mais caro.
NAS1738B4-4,80205,"REBITE, CEGO",EA,"175,11",Há 5 preços para este item. Preço médio: $61.68.,Preço médio do PubLog é 183.9% mais barato.
32105-124,F0189,O-RING,EA,"67,92",Part Number/CFF não encontrado.,Não há preço
17521,F0189,"RING,RETAINING",EA,"1216,08",Part Number/CFF não encontrado.,Não há preço
56935,D0079,HANGER,EA,"20816,6",Part Number/CFF não encontrado.,Não há preço
15152,F0189,"WASHER,FLAT",EA,"483,27",Part Number/CFF não encontrado.,Não há preço
14315,F0189,"LEVER,REMOTE CONTROL",EA,2886,Part Number/CFF não encontrado.,Não há preço
15155,F0189,SUPPORT BAGUE,EA,"3745,37",Part Number/CFF não encontrado.,Não há preço
32306-124,F0189,ANEL-O,EA,"57,83",Part Number/CFF não encontrado.,Não há preço
11666,F0189,"SPRING,HELICAL,COMPRESSION",EA,"227,68",Part Number/CFF não encontrado.,Não há preço
NAS1149C0432R,80205,"WASHER,FLAT",EA,"13,79",Há 6 preços para este item. Preço médio: $17.01.,Preço médio do PubLog é 23.35% mais caro.
32312-121,F0189,"PACKING,PREFORMED",EA,"220,09",Part Number/CFF não encontrado.,Não há preço
32314-124,F0189,"PACKING,PREFORMED",EA,"36,05",Part Number/CFF não encontrado.,Não há preço
810-2007K,94970,"BATTERY,NONRECHARGEABLE, ELECTROLYTE LITHIUM, 3 VOLTS, SHELF LIFE CODE: 60 MONTHS",EA,"7002,07",Há 6 preços para este item. Preço médio: $1328.09.,Preço médio do PubLog é 427.23% mais barato.
NAS1149E0763R,80205,"WASHER,FLAT",EA,"2,81",Há 5 preços para este item. Preço médio: $0.45.,Preço médio do PubLog é 524.44% mais barato.
14688,F0189,"BEARING,SLEEVE",EA,"3703,89",Part Number/CFF não encontrado.,Não há preço
NAS147A69,80205,BOLT,EA,"451,1",Há 2 preços para este item. Preço médio: $62.21.,Preço médio do PubLog é 625.12% mais barato.
33171-124,F0189,ANEL-O,EA,"75,89",Part Number/CFF não encontrado.,Não há preço
P33370004,5167,HOUSING ASSEMBLY,EA,"4639,27",Part Number/CFF não encontrado.,Não há preço
2-211N602-70,2697,RUBBER SEAL V12,EA,"49,25",Part Number/CFF não encontrado.,Não há preço
14519,F0189,"ELBOW,TUBE",EA,"5531,49",Part Number/CFF não encontrado.,Não há preço
MS27039-1-05,80205,"SCREW, MACHINE",EA,"9,26",Há 6 preços para este item. Preço médio: $22.73.,Preço médio do PubLog é 145.46% mais caro.
MS27039-4-33,80205,"SCREW,MACHINE",EA,"17,37",Há 3 preços para este item. Preço médio: $3.07.,Preço médio do PubLog é 465.8% mais barato.
MS24693-C4,80205,"SCREW,MACHINE",EA,"7,72",Há 6 preços para este item. Preço médio: $6.64.,Preço médio do PubLog é 16.27% mais barato.
MS24693C49,D9182,"SCREW, MACHINE",EA,"32,57",Há 6 preços para este item. Preço médio: $6.6.,Preço médio do PubLog é 393.48% mais barato.
MS24694C100,80205,"SCREW,MACHINE",EA,"6,07",Há 5 preços para este item. Preço médio: $25.33.,Preço médio do PubLog é 317.3% mais caro.
NAS6205-12,80205,"BOLT,SHEAR",EA,"7,29",Há 5 preços para este item. Preço médio: $0.95.,Preço médio do PubLog é 667.37% mais barato.
NAS6205-15,80205,"BOLT,SHEAR",EA,"9,46",Há 6 preços para este item. Preço médio: $1.33.,Preço médio do PubLog é 611.28% mais barato.
NAS6205-16,80205,BOLT SHEAR,EA,"6,68",Há 5 preços para este item. Preço médio: $0.47.,Preço médio do PubLog é 1321.28% mais barato.
NAS6205-22,80205,BOLT CLOSE,EA,"51,09",Há 4 preços para este item. Preço médio: $3.38.,Preço médio do PubLog é 1411.54% mais barato.
NAS6205-30,80205,"BOLT,SHEAR",EA,"25,19",Há 5 preços para este item. Preço médio: $3.94.,Preço médio do PubLog é 539.34% mais barato.
NAS6205-46D,80205,BOLT,EA,"55,17",Há 3 preços para este item. Preço médio: $6.06.,Preço médio do PubLog é 810.4% mais barato.
NAS6206-11D,80205,"BOLT,SHEAR",EA,"9,78",Há 3 preços para este item. Preço médio: $1.26.,Preço médio do PubLog é 676.19% mais barato.
NAS6206-13D,80205,BOLT SHEAR,EA,"10,62",Há 3 preços para este item. Preço médio: $2.06.,Preço médio do PubLog é 415.53% mais barato.
NAS6206-16D,80205,"BOLT,SHEAR",EA,"16,19",Há 4 preços para este item. Preço médio: $2.95.,Preço médio do PubLog é 448.81% mais barato.
NAS6206-28D,80205,PARAFUSO,EA,"134,8",Há 3 preços para este item. Preço médio: $2.65.,Preço médio do PubLog é 4986.79% mais barato.
MS20600AD4W2,80205,"REBITE, CEGO",EA,"9,26",Há 6 preços para este item. Preço médio: $14.93.,Preço médio do PubLog é 61.23% mais caro.
MS20600AD5W2,80205,"REBITE, CEGO",EA,"13,98",Há 5 preços para este item. Preço médio: $49.77.,Preço médio do PubLog é 256.01% mais caro.
MS21042-6,80205,"NUT,SELF-LOCKING,EX",EA,"19,74",Há 6 preços para este item. Preço médio: $100.28.,Preço médio do PubLog é 408.0% mais caro.
MS21043-4,80205,"NUT,SELF-LOCKING,EXTENDED WASHER",EA,"4,86",Há 6 preços para este item. Preço médio: $0.98.,Preço médio do PubLog é 395.92% mais barato.
MS20470B4-16,80205,"RIVET,SOLID",EA,"126,92",Há 4 preços para este item. Preço médio: $20.24.,Preço médio do PubLog é 527.08% mais barato.
MS20426AD5-5,80205,"RIVET,SOLID",EA,"82,87",Há 6 preços para este item. Preço médio: $20.19.,Preço médio do PubLog é 310.45% mais barato.
MS20613-5P20,80205,RIVET SOLID,EA,"196,47",Há 5 preços para este item. Preço médio: $27.37.,Preço médio do PubLog é 617.83% mais barato.
MS21049L3,80205,"NUT,SELF-LOCKING,PLATE",EA,"3,87",Há 4 preços para este item. Preço médio: $0.55.,Preço médio do PubLog é 603.64% mais barato.
JLM506849,1212,"CONE AND ROLLERS,TAPERED ROLLER BEARING",EA,"151,54",Part Number/CFF não encontrado.,Não há preço
264892,4627,"CONE AND ROLLERS,TAPERED ROLLER BEARING",EA,"154,38",Part Number/CFF não encontrado.,Não há preço
MS14145L3,80205,"NUT,SELF-LOCKING,EXTENDED WASHER",EA,"32,03",Há 5 preços para este item. Preço médio: $1.58.,Preço médio do PubLog é 1927.22% mais barato.
TVS06RS-23-54P,74868,"CONNECTOR, PLUG, ELECTRICAL",EA,"2439,94",Part Number/CFF não encontrado.,Não há preço
553-8779-005,13499,"PANEL,LIGHTING",EA,"4540,56",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
56928,93835,"PLATE,RETAINING",EA,"7246,41",Há 4 preços para este item. Preço médio: $925.47.,Preço médio do PubLog é 683.0% mais barato.
NAS6204-19D,80205,BOLT SHEAR,EA,"17,06",Há 4 preços para este item. Preço médio: $1.14.,Preço médio do PubLog é 1396.49% mais barato.
NAS6205-20,80205,"BOLT,SHEAR",EA,"10,74",Há 5 preços para este item. Preço médio: $1.05.,Preço médio do PubLog é 922.86% mais barato.
NAS517-3-5,80205,"SCREW,MACHINE",EA,"6,32",Há 5 preços para este item. Preço médio: $0.13.,Preço médio do PubLog é 4761.54% mais barato.
MS35206-230,80205,"SCREW,MACHINE",EA,"23,53",Há 5 preços para este item. Preço médio: $4.15.,Preço médio do PubLog é 466.99% mais barato.
549-3436-002,13499,GEAR CLUSTER,EA,"367,27",Há 3 preços para este item. Preço médio: $67.14.,Preço médio do PubLog é 447.02% mais barato.
NAS6206-44,80205,"BOLT,SHEAR",EA,"66,57",Há 3 preços para este item. Preço médio: $10.29.,Preço médio do PubLog é 546.94% mais barato.
NAS659-4-7,80205,"BEARING,BALL,ROD END",EA,"651,65",Há 4 preços para este item. Preço médio: $401.68.,Preço médio do PubLog é 62.23% mais barato.
NAS6608-30D,80205,"BOLT,SHEAR",EA,"404,39",Há 2 preços para este item. Preço médio: $47.7.,Preço médio do PubLog é 747.78% mais barato.
NAS1105-27,80205,BOLT SHEAR,EA,"16,13",Há 4 preços para este item. Preço médio: $4.38.,Preço médio do PubLog é 268.26% mais barato.
NAS6205-11,80205,"BOLT,SHEAR",EA,"6,07",Há 5 preços para este item. Preço médio: $0.98.,Preço médio do PubLog é 519.39% mais barato.
NAS6205-9,80205,BOLT SHEAR,EA,"5,46",Há 5 preços para este item. Preço médio: $0.53.,Preço médio do PubLog é 930.19% mais barato.
NAS1423C4,80205,"NUT,PLAIN,HEXAGON",EA,"32,48",Há 5 preços para este item. Preço médio: $4.55.,Preço médio do PubLog é 613.85% mais barato.
NAS464P3A17,80205,BOLT SHEAR,EA,"37,64",Há 5 preços para este item. Preço médio: $2.12.,Preço médio do PubLog é 1675.47% mais barato.
NAS464P3A8,80205,BOLT SHEAR,EA,"43,21",Apenas um preço foi encontrado para este item. Preço médio: $5.9.,Preço médio do PubLog é 632.37% mais barato.
NAS6204-8D,80205,"BOLT,SHEAR",EA,"6,15",Há 5 preços para este item. Preço médio: $0.78.,Preço médio do PubLog é 688.46% mais barato.
NAS464P4A18,80205,BOLT SHEAR,EA,"6,71",Há 3 preços para este item. Preço médio: $0.98.,Preço médio do PubLog é 584.69% mais barato.
NAS464P4A20,80205,"BOLT,SHEAR",EA,"19,03",Há 3 preços para este item. Preço médio: $2.31.,Preço médio do PubLog é 723.81% mais barato.
NAS464P4A5,80205,BOLT,EA,6,Há 4 preços para este item. Preço médio: $1.56.,Preço médio do PubLog é 284.62% mais barato.
NAS464P4A6,80205,BOLT,EA,"120,82",Há 5 preços para este item. Preço médio: $64.2.,Preço médio do PubLog é 88.19% mais barato.
NAS464P7-16,80205,BOLT,EA,"93,42",Há 3 preços para este item. Preço médio: $15.34.,Preço médio do PubLog é 509.0% mais barato.
NAS6203-13D,80205,"BOLT,SHEAR",EA,"10,98",Há 5 preços para este item. Preço médio: $0.55.,Preço médio do PubLog é 1896.36% mais barato.
NAS6203-18,80205,"BOLT,SHEAR",EA,"6,15",Há 4 preços para este item. Preço médio: $0.81.,Preço médio do PubLog é 659.26% mais barato.
NAS6203-6,80205,BOLT SHEAR,EA,"0,91",Há 5 preços para este item. Preço médio: $0.16.,Preço médio do PubLog é 468.75% mais barato.
NAS6204-17D,80205,"BOLT,SHEAR",EA,"7,87",Há 5 preços para este item. Preço médio: $0.88.,Preço médio do PubLog é 794.32% mais barato.
NAS6204-25,80205,"BOLT,SHEAR",EA,"5,21",Há 5 preços para este item. Preço médio: $0.83.,Preço médio do PubLog é 527.71% mais barato.
NAS6204-28,80205,BOLT SHEAR,EA,"8,2",Há 4 preços para este item. Preço médio: $0.95.,Preço médio do PubLog é 763.16% mais barato.
3LO-453/3,21928,"SWITCH, INERTIA",EA,"8078,25",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
AN310-9,80205,NUT,EA,"70,28",Há 5 preços para este item. Preço médio: $80.46.,Preço médio do PubLog é 14.48% mais caro.
AN5-41A,80205,BOLT,EA,"15,33",Há 4 preços para este item. Preço médio: $65.28.,Preço médio do PubLog é 325.83% mais caro.
MS24693-C2,80205,"SCREW,MACHINE",EA,"23,3",Há 6 preços para este item. Preço médio: $2.74.,Preço médio do PubLog é 750.36% mais barato.
14460,F0189,"SEAT,BALL SOCKET",EA,"944,49",Part Number/CFF não encontrado.,Não há preço
AN315-3R,80205,"NUT,PLAIN,HEXAGON",EA,"7,64",Há 6 preços para este item. Preço médio: $12.72.,Preço médio do PubLog é 66.49% mais caro.
MS24694-C51,80205,"SCREW,MACHINE",EA,"66,36",Há 6 preços para este item. Preço médio: $9.19.,Preço médio do PubLog é 622.09% mais barato.
14539,F0189,"PIN, STRAIGHT, HEADLESS",EA,"497,03",Part Number/CFF não encontrado.,Não há preço
MS14144L3,80205,"NUT,SELF-LOCKING,EXTENDED WASHER,HEXAGON",EA,"8,02",Há 5 preços para este item. Preço médio: $1.53.,Preço médio do PubLog é 424.18% mais barato.
44A353922-002,30221,"RELAY,ELECTROM",EA,"573,22",Há 3 preços para este item. Preço médio: $78.89.,Preço médio do PubLog é 626.61% mais barato.
261-0054-010,13499,"CONNECTOR,PLUG,FIBER OPTIC",EA,"897,81",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
61086,D0079,"RETAINER,PACKING",EA,"119,6",Há 2 preços para este item. Preço médio: $128.29.,Preço médio do PubLog é 7.27% mais caro.
616-7-1-387,76854,"SWITCH,PUSH",EA,"535,35",Há 4 preços para este item. Preço médio: $1771.13.,Preço médio do PubLog é 230.84% mais caro.
970-2432-060,13499,RELAY,EA,"1159,86",Há 4 preços para este item. Preço médio: $182.63.,Preço médio do PubLog é 535.09% mais barato.
747-2178-490,13499,RESISTOR,EA,"339,55",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
648-0019-902,25583,FLAG HUB ASSEMBLY,EA,"415,92",Apenas um preço foi encontrado para este item. Preço médio: $13.17.,Preço médio do PubLog é 3058.09% mais barato.
MS20995C47,96906,"WIRE,NONELECTRICAL, CRESS, DIAMETER 0.047 IN, LENGTH 830 FT, QQ-W-423, COMPOSITION 302",EA,"177,44",Há 4 preços para este item. Preço médio: $63.67.,Preço médio do PubLog é 178.69% mais barato.
MS24693-C27,80205,"SCREW,MACHINE",EA,"7,59",Há 6 preços para este item. Preço médio: $3.32.,Preço médio do PubLog é 128.61% mais barato.
3-910E1267-80,5167,ANEL-O,EA,"5,08",Part Number/CFF não encontrado.,Não há preço
NAS464P6A24,80205,SCREW,EA,"29,9",Part Number/CFF não encontrado.,Não há preço
289A6512N03C590,30221,"RESISTOR,ELECTRICAL",EA,"42,64",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
MS20600AD6W4,80205,RIVET,EA,"28,03",Há 6 preços para este item. Preço médio: $77.13.,Preço médio do PubLog é 175.17% mais caro.
MS20392-2C17,80205,"PIN,STRAIGHT,HEADED",EA,"23,61",Há 6 preços para este item. Preço médio: $35.25.,Preço médio do PubLog é 49.3% mais caro.
791-8511-002,13499,KNOB,EA,"1154,49",Há 3 preços para este item. Preço médio: $136.05.,Preço médio do PubLog é 748.58% mais barato.
MS51958-68,80205,"SCREW,MACHINE",EA,"78,26",Há 6 preços para este item. Preço médio: $12.61.,Preço médio do PubLog é 520.62% mais barato.
111-6,98441,"HOSE,NONMETALLIC, ROUND, BLACK, SIZE 6, DIAMETER: INSIDE 0.313(5/""6)IN, OUTSIDE 0.672 IN, MIL-H-8794",EA,"40,05",Há 5 preços para este item. Preço médio: $9.27.,Preço médio do PubLog é 332.04% mais barato.
676-8D,98441,"ADAPTER,STRAIGHT,TUBE TO HOSE",EA,"250,6",Há 4 preços para este item. Preço médio: $38.71.,Preço médio do PubLog é 547.38% mais barato.
380-1079-340,13499,"RESISTOR,VARIABLE,NONWIRE WOUND,NONPRECISION",EA,"330,87",Há 2 preços para este item. Preço médio: $45.54.,Preço médio do PubLog é 626.55% mais barato.
164,83326,"INDICATOR,LIFT",EA,"9842,65",Há 0 preços para este item. Preço médio: $-0.0.,Preço médio do PubLog é 0.
